schoolname,for profit,tuition revenue per fte,branches,instructional expenditure per fte,faculty salary,under investigation,5 year declining balance,7 yr repayment completion,percent fafsa,percent pell grant,type
Advanced Training Institute,for profit,16461.0,1,2576.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.1905387648,0.833114323,for profit
Paul Mitchell the School,for profit,8845.0,1,3094.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3039215686,0.745098039,for profit
Aveda Institute,for profit,7830.0,1,2619.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4260204082,0.704081633,for profit
Cosmopolitan Beauty and Tech School,for profit,7534.526398000625,2,4853.355513901906,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Avant Gard The School,for profit,14812.0,1,18305.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.6851851852,0.7237045962785821,for profit
Southern California University SOMA,for profit,26294.0,1,3677.0,2244.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Eternity Cosmetology School,for profit,6847.0,1,6538.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.914798206,for profit
Rolf Institute of Structural Integration,non profit,28924.0,1,15345.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
The Salon Professional Academy,for profit,7154.0,1,3886.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4302325581,0.656976744,for profit
Body Therapy Institute,for profit,17316.0,1,7497.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.604938272,for profit
Shepherds Theological Seminary,non profit,5747.0,1,6739.0,5606.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Taylor Andrews Academy,for profit,5468.5,2,1620.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3555555556,0.722222222,for profit
Santa Ana Beauty Academy,for profit,3957.0,1,1325.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Moreno Valley College,non profit,764.0,1,3972.0,9576.0,no,0.49685005965531465,0.6995418344619443,0.6151572158,0.988712712,non profit
Grace College of Divinity,non profit,2471.0,1,878.0,2083.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.803278689,non profit
The Salon Professional Academy,for profit,7093.0,1,5336.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.64516129,for profit
Cosmetology College of Franklin County,for profit,7740.0,1,2079.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Skin Institute,for profit,11990.0,1,2059.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.677083333,for profit
Paul Mitchell the School,for profit,9698.0,1,3265.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3990147783,0.807881773,for profit
All Beauty College,for profit,5467.0,2,3354.0,6326.458815028902,yes,0.49685005965531465,0.6995418344619443,0.3120567376,0.907801418,for profit under investigation
Rochester School of Hair Design,for profit,9544.0,1,4411.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.8,for profit
Aveda Institute,for profit,6283.0,1,5754.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3487179487,0.738461539,for profit
Nashville Barber and Style Academy,for profit,7693.0,1,3322.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
American Trade School,for profit,5527.0,1,3202.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.31875,0.90625,for profit
Estelle Skin Care and Spa Institute,for profit,9515.0,1,5627.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3014705882,0.757352941,for profit
Universal Spa Training Academy,for profit,8736.0,1,1161.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4334975369,0.674876847,for profit
Paul Mitchell the School,for profit,8336.0,1,3472.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3064516129,0.806451613,for profit
Paul Mitchell the School,for profit,8806.0,1,4557.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4304635762,0.701986755,for profit
Penrose Academy,for profit,9941.0,1,4914.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3215686275,0.6,for profit
Elite Cosmetology School,for profit,7207.0,1,2470.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3680555556,0.923611111,for profit
J Renee College,for profit,14862.0,1,1411.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.5042735043,0.632478633,for profit
Norco College,non profit,722.0,1,3291.0,9541.0,no,0.49685005965531465,0.6995418344619443,0.6028880866,0.989497867,non profit
Bergin University of Canine Studies,non profit,12636.0,1,7509.0,5500.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Aveda Institute,for profit,4070.0,1,3397.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.5172413793,0.724137931,for profit
Pima Medical Institute,for profit,4070.0,1,2708.0,4000.0,no,0.49685005965531465,0.6995418344619443,0.4909638554,0.771084337,for profit
Real Barbers College,for profit,6670.0,1,3007.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2692307692,0.873626374,for profit
Capilo School of Hair Design,for profit,5012.0,1,3446.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3990384615,0.826923077,for profit
Pure Aesthetics,for profit,16304.0,1,4190.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.676056338,for profit
Lindsey Institute of Cosmetology,for profit,9954.0,1,4990.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.5,0.720588235,for profit
Tri,for profit,4107.0,1,3037.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
The Salon Professional Academy,for profit,3488.0,1,1333.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.771428571,for profit
Buckner Barber School,for profit,6080.0,1,4020.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Simmons College of Kentucky,non profit,6697.0,1,2886.0,1003.0,no,0.49685005965531465,0.6995418344619443,0.5593220339,0.7237045962785821,non profit
Carolina College of Hair Design,for profit,160.0,1,3452.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4285714286,0.7237045962785821,for profit
Vogue College of Cosmetology,for profit,4240.0,1,2549.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.38125,0.925,for profit
Vogue College of Cosmetology,for profit,4144.0,1,2488.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3253968254,0.880952381,for profit
Vogue College of Cosmetology,for profit,3654.0,1,2039.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3818181818,0.916363636,for profit
Vogue College of Cosmetology,for profit,3089.0,1,2133.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3055555556,0.7237045962785821,for profit
Atelier Esthetique Institute of Esthetics,for profit,12263.0,1,4761.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3029045643,0.734439834,for profit
PCCTI IT and Healthcare,for profit,12719.0,1,6494.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.5539033457,0.862453532,for profit
Advanced College of Cosmetology,for profit,9021.0,1,1887.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.75862069,for profit
North American University,non profit,5582.0,1,7875.0,4702.0,no,0.49685005965531465,0.6995418344619443,0.6582278481,0.848101266,non profit
Entourage Institute of Beauty and Esthetics,for profit,7758.0,1,2565.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.5,0.75,for profit
United Beauty College,for profit,4045.0,1,3157.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Sotheby's Institute of Art,for profit,55197.0,1,22740.0,6645.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Tomorrow's Image Barber Academy of Virginia,for profit,11161.0,1,10314.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Cinta Aveda Institute,for profit,16681.0,1,13009.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3677248677,0.701058201,for profit
Long Island Nail & Skin Care Institute,for profit,9750.0,1,1761.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2814070352,0.663316583,for profit
Appalachian College of Pharmacy,non profit,34675.0,1,17037.0,7869.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Southern California Health Institute,for profit,7771.0,1,4019.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2967581047,0.80798005,for profit
Best Care Training Institute,for profit,3621.0,1,2164.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4196428571,0.866071429,for profit
Integrity College of Health,for profit,12697.0,1,4721.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3684210526,0.868421053,for profit
First Class Cosmetology School,for profit,6964.0,1,2375.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3852459016,0.909836066,for profit
Hawaii Medical College,for profit,21648.0,1,5683.0,3333.0,no,0.49685005965531465,0.6995418344619443,0.2943089431,0.871544715,for profit
Millennia Atlantic University,for profit,6391.0,1,3987.0,4792.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Top Nails & Hair Beauty School,for profit,7141.0,1,5702.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Washington Barber College Inc,for profit,6799.0,1,2450.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4427083333,0.7237045962785821,for profit
Abcott Institute,for profit,9603.0,1,2818.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4587155963,0.877675841,for profit
The Salon Professional Academy,for profit,7055.0,1,1444.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3833333333,0.716666667,for profit
The Salon Professional Academy,for profit,7599.0,1,1206.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.375,0.734375,for profit
Healing Arts Institute,for profit,17194.0,1,7724.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.473684211,for profit
Paul Mitchell the School,for profit,10066.0,1,3155.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.5360824742,0.680412371,for profit
Taylor Andrews Academy,for profit,6345.0,1,1640.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3464566929,0.826771654,for profit
Paul Mitchell the School,for profit,26534.0,1,4604.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3389830508,0.813559322,for profit
Seymour Beauty Academy,for profit,5676.0,1,1208.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Christine Valmy International School of Esthetics & Cosmetology,for profit,9847.0,1,4332.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2424242424,0.704545455,for profit
Protege Academy,for profit,3868.0,1,6218.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.5163398693,0.836601307,for profit
Vantage College,for profit,8781.3685306675,3,5695.140685202542,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.37614678900000004,0.868501529,for profit
College of International Esthetics Inc,for profit,13896.0,1,7511.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.322147651,0.610738255,for profit
Colorado Academy of Veterinary Technology,for profit,9623.0,1,3601.0,5991.0,no,0.49685005965531465,0.6995418344619443,0.35,0.7375,for profit
Northeast Technical Institute,for profit,18308.0,1,5873.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2587646077,0.824707846,for profit
National Personal Training Institute of Colorado,for profit,7607.5,2,2146.5,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3768115942,0.615942029,for profit
Academy of Couture Art,for profit,32907.0,1,2575.0,1589.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Medical Allied Career Center,for profit,7140.0,1,7604.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4705882353,0.7237045962785821,for profit
Academy for Salon Professionals,for profit,12625.0,1,6536.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3715846995,0.792349727,for profit
Elite School of Cosmetology,for profit,6834.0,1,2281.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4266666667,0.7237045962785821,for profit
Paul Mitchell the School,for profit,8479.0,1,3446.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3484848485,0.739393939,for profit
The Salon Professional Academy,for profit,9802.0,1,2045.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4366197183,0.838028169,for profit
International College of Beauty Arts & Sciences,for profit,8314.0,1,1162.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Donna's Academy of Hair Design,for profit,9854.0,1,3081.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4259259259,0.722222222,for profit
New Beginning College of Cosmetology,for profit,7986.0,1,1961.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2828947368,0.815789474,for profit
Hair Academy,for profit,3893.0,1,3189.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
John Amico School of Hair Design,for profit,11522.0,1,732.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4708333333,0.9,for profit
Crevier's Academy of Cosmetology Arts,for profit,5701.0,1,1869.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3412698413,0.880952381,for profit
CyberTex Institute of Technology,for profit,36985.0,1,19615.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4039735099,0.887417219,for profit
Florida Academy,for profit,5476.0,1,3791.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2471042471,0.845559846,for profit
Bais HaMedrash and Mesivta of Baltimore,non profit,26676.0,1,18581.0,5818.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
ASI Career Institute,for profit,7949.0,1,4516.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3119266055,0.788990826,for profit
Institute for Doctoral Studies in the Visual Arts,non profit,22088.0,1,10525.0,7043.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Long Island Barber Institute,for profit,7261.0,1,4543.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.858490566,for profit
Salon Institute,for profit,9127.0,1,1099.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4666666667,0.711111111,for profit
The Salon Professional Academy,for profit,7256.0,1,3693.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4597701149,0.620689655,for profit
Allied American University,for profit,8773.0,1,1596.0,4177.0,no,0.49685005965531465,0.6995418344619443,0.3660792952,0.928193833,for profit
Reflections Academy of Beauty,for profit,12608.0,1,2467.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
State Career College,for profit,3052.0,1,1477.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3939393939,0.7237045962785821,for profit
California Miramar University,for profit,3708.0,1,1257.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Academy for Salon Professionals,for profit,11067.0,1,2511.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3225806452,0.784946237,for profit
New York School of Esthetics & Day Spa,for profit,12562.0,1,5992.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3,0.733333333,for profit
Santa Ana Beauty College,for profit,1951.0,1,227.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Sutter Beauty College,for profit,3238.0,1,6111.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.8411214953,0.7237045962785821,for profit
Annenberg School of Nursing,non profit,16000.0,1,12182.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Paul Mitchell The School,for profit,6893.0,1,2965.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4711111111,0.768888889,for profit
Curve Metric School of Hair Design,for profit,4822.0,1,3979.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
American Medical Academy,for profit,6809.0,1,1882.0,5071.0,no,0.49685005965531465,0.6995418344619443,0.4140127389,0.707006369,for profit
Athena Career Academy,for profit,9058.0,1,2011.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4926470588,0.889705882,for profit
Yeshiva Gedolah Zichron Leyma,non profit,2008.0,1,3301.0,2750.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Palmetto Beauty School,for profit,7731.0,1,3975.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3725490196,0.892156863,for profit
The Barber School,for profit,8592.0,1,1254.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2098765432,0.765432099,for profit
Be'er Yaakov Talmudic Seminary,non profit,8325.0,1,2548.0,1073.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
RGV Careers,for profit,8623.0,1,2495.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3778409091,0.894886364,for profit
Alexander Academy,for profit,5886.0,1,2989.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Rocky Mountain University of Health Professions,for profit,18009.0,1,6321.0,8447.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
LeMelange Academy of Hair,for profit,12009.0,1,8283.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3734939759,0.807228916,for profit
John Paul the Great Catholic University,non profit,12989.0,1,10134.0,6794.0,no,0.49685005965531465,0.6995418344619443,0.5916666667,0.433333333,non profit
Shepherds College,non profit,29091.0,1,9470.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Aparicio,non profit,8057.0,1,38669.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Colton,non profit,6689.0,1,30352.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.5384615385,0.839160839,non profit
American College of Healthcare Sciences,for profit,10321.0,1,1073.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3818984547,0.779249448,for profit
Aveda Institute,for profit,4568.0,2,6516.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4392324094,0.710021322,for profit
Brand College,for profit,13441.0,1,1427.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Tillamook Bay Community College,non profit,1988.0,1,6378.0,5751.0,no,0.49685005965531465,0.6995418344619443,0.6666666667,0.899728997,non profit
Ambiance Beauty & Barber Academy Inc,for profit,8948.0,1,4539.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Diamond Beauty College,for profit,2331.0,1,688.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Montage Academy,for profit,9086.0,1,2065.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3975903614,0.807228916,for profit
Unitek College,for profit,14415.5,2,4551.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.358974359,0.709401709,for profit
Tribeca Flashpoint College,for profit,20952.0,1,6996.0,6142.0,no,0.49685005965531465,0.6995418344619443,0.3950276243,0.458563536,for profit
University Academy of Hair Design,for profit,6616.0,1,1796.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Florida Institute of Recording Sound and Technology,for profit,20118.0,1,5694.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4162436548,0.7237045962785821,for profit
New Dimensions Beauty Academy Inc,for profit,11031.0,1,4620.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.815384615,for profit
Panache Academy of Beauty,for profit,8503.0,1,1741.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.779069767,for profit
Paul Mitchell the School,for profit,8608.0,1,3678.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4347826087,0.830917874,for profit
Boise Barber College,for profit,4765.0,1,1828.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4210526316,0.852631579,for profit
Aveda Institute,for profit,9549.0,1,3632.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2925764192,0.532751092,for profit
